5538	8967	23893	8508
5608	8377	22466	8035
5431	8031	21514	7908
5308	7521	20812	7459
5356	7384	20081	7560
5253	6855	19765	7201
5081	6890	20117	7763
5218	6432	20354	7735
5144	6200	20196	7887
5098	5990	19652	7600
4944	5550	19226	7586
4772	5318	18954	7388
4106	4240	15545	6394
4817	4988	18704	7208
4786	4981	19803	7147
