"Date","data","median","LB","UB"
"2023-5-25",23,23,23,23
"2023-6-1",23,21.0762997471735,7.99908297653323,35.2098869214526
"2023-6-8",26,25.7091830320333,12.7970837795987,38.302895089859
"2023-6-15",29,28.2096207829644,15.6365554912637,40.394841832031
"2023-6-22",25,28.3401276890337,15.9947215450386,40.775248344679
"2023-6-29",20,26.2053471776252,14.1487363806759,38.5426806697575
"2023-7-6",32,22.5972021933509,10.9264204266752,34.3752548733126
"2023-7-13",22,18.4627309430622,6.56424385132658,30.6995354367314
"2023-7-20",10,14.7932461763002,2.70436719727994,26.5173310525506
"2023-7-27",14,11.377143418558,0,23.5889085971317
"2023-8-3",3,8.73397888159375,0,21.2129721389182
"2023-8-10",NA,6.82273398804487,0,18.7432024902481
"2023-8-17",NA,5.2834367013541,0,17.5506075604597
"2023-8-24",NA,3.92138873320873,0,15.9335312702884
"2023-8-31",NA,3.10559216031146,0,15.0233570489034
