"Date","data","median","LB","UB"
"2023-5-25",23,23,23,23
"2023-6-1",23,20.7223063231398,8.80005130035797,34.9451449994467
"2023-6-8",26,25.7130710679231,13.0987697941412,38.1654030985434
"2023-6-15",29,28.2770971158967,15.9161618385824,40.0707775595013
"2023-6-22",25,28.1171523459874,16.0609796851329,40.6343854537122
"2023-6-29",20,26.0262255576975,13.8935253750695,38.082840986763
"2023-7-6",32,22.4830936344945,10.4530256980133,34.4679754991427
"2023-7-13",22,18.6072435773064,6.45365283106864,30.3664141086531
"2023-7-20",10,14.5600080808551,2.55740854145239,26.4282458907879
"2023-7-27",14,11.3396179951748,0,23.4068677679135
"2023-8-3",3,8.57879923627448,0,21.1534246899952
"2023-8-10",NA,6.49012430463895,0,19.1506366361972
"2023-8-17",NA,4.84223971939222,0,17.5446460930725
"2023-8-24",NA,3.72670397932037,0,16.2942206662079
"2023-8-31",NA,2.86129700573781,0,15.2653133631614
